age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y,Age group
30,student,single,tertiary,0,"$2,539.00",0,0,telephone,5,-1,0,Null,1,30-50
29,technician,married,secondary,0,"$2,326.00",0,0,cellular,1,-1,0,Null,1,Under 30
36,management,single,tertiary,0,$811.00,0,0,cellular,1,-1,0,Null,1,30-50
57,management,married,tertiary,0,$256.00,0,0,cellular,1,-1,0,Null,1,Above 50
26,student,single,unknown,0,$598.00,0,0,cellular,1,-1,0,Null,0,Under 30
21,blue-collar,single,secondary,0,$682.00,0,0,cellular,1,-1,0,Null,1,Under 30
44,management,single,tertiary,0,$483.00,0,0,cellular,2,199,6,success,1,30-50
23,management,single,tertiary,0,"$1,506.00",0,0,cellular,4,-1,0,Null,1,Under 30
34,management,single,tertiary,0,$575.00,0,0,cellular,1,-1,0,Null,1,30-50
26,management,single,tertiary,0,"$1,274.00",1,0,cellular,1,-1,0,Null,0,Under 30
79,retired,married,secondary,0,"$8,304.00",0,0,telephone,9,-1,0,Null,1,Above 50
32,self-employed,married,secondary,0,$409.00,0,0,cellular,2,-1,0,Null,1,30-50
38,management,married,tertiary,0,"$1,101.00",1,0,cellular,2,120,1,failure,0,30-50
29,technician,married,tertiary,0,$676.00,0,0,cellular,2,224,4,failure,0,Under 30
28,technician,single,secondary,0,"$6,551.00",0,0,cellular,1,-1,0,Null,0,Under 30
37,unemployed,single,tertiary,0,"$1,316.00",1,0,cellular,2,112,3,failure,1,30-50
52,technician,married,secondary,0,$0.00,1,0,cellular,1,-1,0,Null,0,Above 50
35,management,single,tertiary,0,$671.00,1,0,cellular,1,-1,0,Null,1,30-50
47,management,married,tertiary,0,"$2,351.00",0,0,cellular,1,-1,0,Null,1,30-50
61,management,married,tertiary,0,$997.00,0,0,cellular,1,-1,0,Null,1,Above 50
30,management,single,tertiary,0,"$4,808.00",0,0,cellular,1,-1,0,Null,1,30-50
23,technician,single,secondary,0,"$3,092.00",0,0,cellular,2,-1,0,Null,0,Under 30
34,admin.,single,secondary,0,"$4,447.00",1,0,cellular,2,-1,0,Null,0,30-50
70,retired,married,secondary,0,"$6,422.00",0,0,cellular,1,-1,0,Null,1,Above 50
28,technician,single,tertiary,0,"$3,623.00",0,0,cellular,1,-1,0,Null,1,Under 30
34,management,married,tertiary,0,"$1,674.00",1,0,cellular,1,210,7,failure,0,30-50
52,management,married,tertiary,0,$31.00,0,0,cellular,1,-1,0,Null,1,Above 50
27,admin.,single,secondary,0,$464.00,0,0,cellular,1,-1,0,Null,0,Under 30
28,management,single,secondary,0,$171.00,0,0,cellular,1,-1,0,Null,1,Under 30
19,student,single,secondary,0,"$1,803.00",0,0,cellular,1,-1,0,Null,0,Under 30
43,technician,married,secondary,0,"$1,358.00",0,0,cellular,3,-1,0,Null,1,30-50
28,student,single,tertiary,0,$111.00,0,0,cellular,2,-1,0,Null,0,Under 30
30,student,single,secondary,0,$685.00,0,0,telephone,2,-1,0,Null,0,30-50
29,admin.,single,secondary,0,$345.00,0,0,cellular,3,-1,0,Null,0,Under 30
57,management,married,tertiary,0,"$2,681.00",0,0,cellular,2,-1,0,Null,1,Above 50
24,admin.,single,tertiary,0,-$61.00,0,0,cellular,4,-1,0,Null,1,Under 30
25,management,married,tertiary,0,"$4,461.00",0,0,cellular,5,-1,0,Null,1,Under 30
41,technician,married,secondary,0,$0.00,0,0,cellular,1,-1,0,Null,0,30-50
52,services,married,secondary,0,"$2,993.00",0,0,cellular,6,-1,0,Null,0,Above 50
59,unemployed,married,secondary,0,$0.00,0,0,cellular,1,-1,0,Null,0,Above 50
32,management,married,tertiary,0,"$8,929.00",0,0,cellular,1,-1,0,Null,1,30-50
65,housemaid,married,primary,0,$715.00,0,0,cellular,1,-1,0,Null,1,Above 50
34,admin.,divorced,secondary,0,"$1,085.00",0,0,cellular,7,-1,0,Null,1,30-50
43,management,married,tertiary,0,"$2,987.00",0,0,cellular,3,-1,0,Null,0,30-50
44,management,married,tertiary,0,"$1,058.00",0,0,cellular,3,-1,0,Null,1,30-50
50,housemaid,married,secondary,0,$388.00,0,0,cellular,2,-1,0,Null,1,30-50
32,entrepreneur,single,tertiary,0,-$34.00,1,0,cellular,1,-1,0,Null,1,30-50
64,technician,married,tertiary,0,"$1,319.00",0,0,cellular,2,-1,0,Null,0,Above 50
63,retired,divorced,primary,0,"$1,840.00",0,0,cellular,3,-1,0,Null,0,Above 50
70,retired,married,unknown,0,"$1,236.00",0,0,cellular,4,-1,0,Null,0,Above 50
44,management,married,tertiary,0,$423.00,0,0,cellular,5,-1,0,Null,1,30-50
33,technician,single,tertiary,0,$258.00,0,0,cellular,4,-1,0,Null,1,30-50
49,technician,divorced,tertiary,0,"$1,807.00",1,0,cellular,1,-1,0,Null,1,30-50
53,services,divorced,secondary,0,$0.00,0,0,cellular,2,-1,0,Null,1,Above 50
31,management,divorced,tertiary,0,$71.00,0,0,cellular,1,-1,0,Null,1,30-50
61,admin.,married,tertiary,0,"$1,332.00",0,0,cellular,1,-1,0,Null,1,Above 50
37,management,single,tertiary,0,$33.00,1,0,cellular,1,-1,0,Null,1,30-50
64,retired,married,unknown,0,"$2,923.00",0,0,cellular,1,-1,0,Null,0,Above 50
58,self-employed,married,tertiary,0,"$5,810.00",0,0,cellular,1,-1,0,Null,1,Above 50
30,management,single,tertiary,0,"$3,473.00",0,0,cellular,2,-1,0,Null,1,30-50
25,management,single,tertiary,0,"$1,259.00",0,0,cellular,1,-1,0,Null,0,Under 30
28,blue-collar,single,secondary,0,$387.00,1,0,cellular,11,282,1,other,0,Under 30
47,blue-collar,married,secondary,0,$238.00,1,1,cellular,1,-1,0,Null,1,30-50
61,management,married,tertiary,0,"$5,157.00",0,0,cellular,1,-1,0,Null,0,Above 50
60,technician,married,secondary,0,"$1,740.00",0,0,cellular,2,-1,0,Null,1,Above 50
56,management,married,secondary,0,"$1,928.00",0,0,cellular,6,115,4,failure,0,Above 50
78,housemaid,married,secondary,0,$499.00,0,0,telephone,4,-1,0,Null,0,Above 50
48,technician,married,secondary,0,"$1,981.00",1,0,cellular,3,238,2,success,0,30-50
45,technician,divorced,tertiary,0,"$10,768.00",1,0,cellular,2,-1,0,Null,0,30-50
30,student,single,secondary,0,"$7,387.00",0,0,cellular,1,-1,0,Null,0,30-50
62,self-employed,married,tertiary,0,"$4,886.00",1,0,telephone,1,-1,0,Null,0,Above 50
57,blue-collar,married,primary,0,"$1,610.00",0,0,telephone,1,-1,0,Null,0,Above 50
28,student,single,secondary,0,$459.00,0,0,cellular,13,-1,0,Null,0,Under 30
36,entrepreneur,divorced,tertiary,0,"$3,407.00",0,0,cellular,4,-1,0,Null,1,30-50
68,retired,single,unknown,0,$518.00,0,0,cellular,1,-1,0,Null,0,Above 50
30,management,married,tertiary,0,$739.00,0,0,cellular,2,-1,0,Null,0,30-50
37,services,single,secondary,0,"$1,045.00",0,0,cellular,2,41,1,failure,1,30-50
43,admin.,married,secondary,0,$132.00,0,0,cellular,1,-1,0,Null,1,30-50
22,student,single,secondary,0,"$2,139.00",0,0,cellular,8,-1,0,Null,0,Under 30
46,admin.,married,secondary,0,$974.00,0,0,cellular,1,-1,0,Null,1,30-50
37,admin.,single,tertiary,0,"$1,000.00",1,0,cellular,1,-1,0,Null,1,30-50
31,management,single,tertiary,0,$115.00,0,0,cellular,1,-1,0,Null,1,30-50
44,management,married,tertiary,0,"$3,665.00",0,0,cellular,1,-1,0,Null,0,30-50
31,technician,married,secondary,0,$180.00,0,0,cellular,2,-1,0,Null,1,30-50
30,management,single,tertiary,0,$201.00,1,0,cellular,2,-1,0,Null,1,30-50
26,self-employed,single,tertiary,0,$657.00,0,1,cellular,2,-1,0,Null,0,Under 30
29,admin.,single,tertiary,0,$261.00,0,0,cellular,19,-1,0,Null,0,Under 30
27,student,single,secondary,0,$672.00,0,0,cellular,2,-1,0,Null,0,Under 30
33,technician,single,tertiary,0,$154.00,0,0,cellular,2,-1,0,Null,0,30-50
30,management,married,tertiary,0,"$8,089.00",1,0,cellular,2,294,2,failure,1,30-50
83,retired,married,secondary,0,$0.00,0,0,cellular,10,-1,0,Null,0,Above 50
32,admin.,single,tertiary,0,"$8,866.00",0,0,cellular,2,-1,0,Null,1,30-50
35,admin.,married,secondary,0,$2.00,1,0,cellular,1,-1,0,Null,1,30-50
59,technician,married,secondary,0,$259.00,0,0,cellular,1,-1,0,Null,1,Above 50
33,housemaid,single,tertiary,0,"$1,107.00",1,0,cellular,1,-1,0,Null,1,30-50
41,services,single,secondary,0,-$675.00,1,1,cellular,4,-1,0,Null,1,30-50
59,admin.,married,secondary,0,"$3,735.00",0,0,cellular,4,121,2,failure,1,Above 50
37,management,single,tertiary,0,"$1,730.00",0,0,cellular,1,-1,0,Null,1,30-50
55,admin.,married,secondary,0,"$9,329.00",0,0,cellular,1,-1,0,Null,0,Above 50
31,services,married,secondary,0,$447.00,0,0,cellular,3,-1,0,Null,1,30-50
28,student,single,secondary,0,"$5,916.00",0,0,cellular,5,-1,0,Null,0,Under 30
24,admin.,single,secondary,0,$493.00,0,0,cellular,2,-1,0,Null,0,Under 30
32,management,married,tertiary,0,$376.00,1,0,cellular,4,-1,0,Null,1,30-50
26,management,single,tertiary,0,"$2,786.00",0,0,cellular,1,-1,0,Null,1,Under 30
46,management,single,tertiary,0,"$6,651.00",0,0,cellular,1,-1,0,Null,0,30-50
53,technician,married,secondary,0,"$10,185.00",0,0,cellular,1,-1,0,Null,1,Above 50
30,management,single,tertiary,0,$2.00,0,0,cellular,1,-1,0,Null,0,30-50
37,admin.,single,secondary,0,$127.00,0,0,cellular,4,-1,0,Null,0,30-50
73,retired,married,tertiary,0,$448.00,0,0,cellular,1,-1,0,Null,1,Above 50
57,retired,married,tertiary,0,"$1,292.00",0,0,cellular,1,-1,0,Null,0,Above 50
41,management,single,tertiary,0,$120.00,0,1,cellular,1,49,3,other,0,30-50
34,unemployed,married,secondary,0,$978.00,0,0,cellular,1,-1,0,Null,1,30-50
49,unemployed,married,tertiary,0,$377.00,0,0,cellular,2,-1,0,Null,0,30-50
41,admin.,married,secondary,0,$158.00,1,0,cellular,2,-1,0,Null,0,30-50
58,management,married,secondary,0,$111.00,0,0,telephone,2,-1,0,Null,0,Above 50
26,management,single,tertiary,0,$15.00,0,0,cellular,2,-1,0,Null,0,Under 30
53,management,divorced,tertiary,0,"$2,245.00",0,0,cellular,2,-1,0,Null,0,Above 50
46,management,divorced,tertiary,0,-$130.00,1,0,cellular,2,-1,0,Null,1,30-50
76,retired,divorced,primary,0,"$3,049.00",0,0,cellular,3,-1,0,Null,1,Above 50
46,management,married,tertiary,0,"$11,385.00",0,0,cellular,3,-1,0,Null,1,30-50
83,retired,divorced,primary,0,$46.00,0,0,cellular,1,-1,0,Null,1,Above 50
40,management,married,tertiary,0,$0.00,1,0,cellular,2,-1,0,Null,1,30-50
26,admin.,single,tertiary,0,$689.00,0,0,cellular,1,-1,0,Null,0,Under 30
23,student,single,secondary,0,"$4,126.00",0,0,cellular,2,-1,0,Null,1,Under 30
34,management,single,tertiary,0,$212.00,0,0,cellular,8,-1,0,Null,1,30-50
24,student,single,secondary,0,"$1,250.00",0,0,cellular,2,-1,0,Null,1,Under 30
41,management,divorced,tertiary,0,$25.00,1,1,cellular,2,-1,0,Null,1,30-50
39,management,married,secondary,0,"$2,981.00",0,0,cellular,1,-1,0,Null,1,30-50
38,admin.,married,secondary,0,"$6,706.00",0,0,cellular,2,-1,0,Null,0,30-50
48,admin.,divorced,secondary,0,$0.00,1,1,cellular,1,-1,0,Null,0,30-50
21,admin.,single,tertiary,0,$242.00,0,1,cellular,4,-1,0,Null,0,Under 30
37,blue-collar,married,primary,0,$623.00,0,0,cellular,2,-1,0,Null,0,30-50
28,admin.,single,secondary,0,"$1,277.00",0,0,cellular,1,-1,0,Null,1,Under 30
40,blue-collar,married,secondary,0,$5.00,0,0,cellular,2,-1,0,Null,0,30-50
55,self-employed,married,primary,0,$325.00,0,0,cellular,4,-1,0,Null,0,Above 50
43,management,married,secondary,0,"$3,301.00",1,1,cellular,2,-1,0,Null,0,30-50
57,housemaid,married,primary,0,$571.00,0,0,cellular,2,-1,0,Null,0,Above 50
29,blue-collar,married,primary,0,$201.00,1,0,cellular,12,-1,0,Null,0,Under 30
34,technician,married,secondary,0,$390.00,1,0,cellular,2,231,2,failure,1,30-50
77,retired,married,secondary,0,"$9,601.00",0,0,telephone,1,-1,0,Null,1,Above 50
36,management,married,secondary,0,$565.00,0,0,cellular,1,-1,0,Null,1,30-50
58,management,married,tertiary,0,"$1,384.00",1,0,cellular,1,-1,0,Null,1,Above 50
45,management,married,unknown,0,"$2,466.00",0,0,telephone,1,-1,0,Null,0,30-50
32,self-employed,single,tertiary,0,$658.00,1,0,cellular,1,-1,0,Null,1,30-50
38,admin.,married,tertiary,0,"$1,988.00",0,0,cellular,2,130,2,failure,1,30-50
47,management,married,tertiary,0,$649.00,1,0,cellular,2,-1,0,Null,0,30-50
46,admin.,married,secondary,0,$70.00,1,0,cellular,2,-1,0,Null,1,30-50
57,management,divorced,unknown,0,$0.00,0,0,cellular,1,-1,0,Null,0,Above 50
35,technician,married,tertiary,0,$122.00,0,0,cellular,1,-1,0,Null,0,30-50
50,services,married,secondary,0,$0.00,1,0,cellular,2,-1,0,Null,0,30-50
27,student,single,secondary,0,$213.00,0,0,cellular,1,-1,0,Null,1,Under 30
33,management,single,tertiary,0,$215.00,1,0,cellular,1,-1,0,Null,0,30-50
57,technician,married,secondary,0,"$3,858.00",0,0,cellular,1,-1,0,Null,0,Above 50
69,retired,married,unknown,0,$647.00,0,0,telephone,1,-1,0,Null,0,Above 50
46,admin.,married,secondary,0,-$522.00,1,0,cellular,3,239,13,other,1,30-50
32,technician,single,secondary,0,$234.00,0,0,cellular,2,-1,0,Null,0,30-50
59,retired,married,tertiary,0,"$9,676.00",0,0,telephone,2,-1,0,Null,1,Above 50
19,student,single,primary,0,$134.00,0,0,cellular,2,-1,0,Null,1,Under 30
25,management,single,tertiary,0,$316.00,0,0,cellular,2,-1,0,Null,1,Under 30
23,management,single,tertiary,0,"$2,143.00",0,0,cellular,2,-1,0,Null,1,Under 30
32,management,single,tertiary,0,"$1,613.00",0,0,cellular,2,129,5,failure,0,30-50
44,unemployed,married,secondary,0,"$2,756.00",0,0,cellular,4,-1,0,Null,0,30-50
26,admin.,single,secondary,0,"$1,327.00",0,0,cellular,4,-1,0,Null,0,Under 30
49,admin.,married,tertiary,0,$255.00,1,0,cellular,6,-1,0,Null,0,30-50
32,services,married,secondary,0,"$2,833.00",1,0,cellular,1,-1,0,Null,0,30-50
31,blue-collar,married,primary,0,$620.00,0,0,cellular,1,-1,0,Null,0,30-50
47,management,married,tertiary,0,"$3,663.00",0,0,cellular,3,-1,0,Null,1,30-50
23,management,single,tertiary,0,"$1,004.00",1,0,cellular,2,-1,0,Null,0,Under 30
22,admin.,single,secondary,0,$114.00,0,0,cellular,1,-1,0,Null,1,Under 30
32,student,single,unknown,0,"$2,321.00",0,0,cellular,2,-1,0,Null,0,30-50
30,management,single,tertiary,0,"$6,495.00",0,0,cellular,3,-1,0,Null,0,30-50
27,management,single,tertiary,0,$831.00,0,0,cellular,2,-1,0,Null,1,Under 30
73,retired,divorced,primary,0,"$2,308.00",0,0,telephone,2,-1,0,Null,1,Above 50
26,admin.,married,tertiary,0,"$2,855.00",0,0,cellular,3,-1,0,Null,0,Under 30
36,management,married,tertiary,0,"$9,324.00",1,0,cellular,8,-1,0,Null,0,30-50
24,admin.,single,secondary,0,$753.00,1,0,cellular,15,-1,0,Null,0,Under 30
57,management,divorced,tertiary,0,"$6,468.00",1,0,cellular,4,-1,0,Null,0,Above 50
41,management,married,tertiary,0,"$1,468.00",1,0,cellular,3,-1,0,Null,1,30-50
30,admin.,single,tertiary,0,$311.00,0,0,cellular,2,-1,0,Null,1,30-50
60,admin.,married,secondary,0,"$7,336.00",0,0,cellular,1,-1,0,Null,0,Above 50
34,technician,single,tertiary,0,"$2,658.00",1,0,cellular,1,230,2,failure,0,30-50
29,management,married,tertiary,0,$250.00,1,0,cellular,2,257,1,other,0,Under 30
55,housemaid,divorced,secondary,0,$0.00,0,0,cellular,1,-1,0,Null,0,Above 50
33,services,married,secondary,0,$260.00,1,0,cellular,1,-1,0,Null,0,30-50
32,technician,single,tertiary,0,$392.00,1,0,cellular,2,131,2,failure,0,30-50
26,admin.,single,secondary,0,$274.00,0,0,cellular,3,-1,0,Null,1,Under 30
36,entrepreneur,single,secondary,0,$45.00,1,0,cellular,1,-1,0,Null,0,30-50
35,services,divorced,secondary,0,-$121.00,1,1,cellular,1,-1,0,Null,0,30-50
46,management,divorced,tertiary,0,"$10,469.00",1,0,cellular,2,-1,0,Null,0,30-50
32,management,married,tertiary,0,$250.00,1,0,cellular,2,-1,0,Null,0,30-50
39,technician,divorced,secondary,0,$688.00,1,1,cellular,2,133,1,failure,0,30-50
59,retired,married,secondary,0,"$1,035.00",1,1,cellular,2,239,1,failure,0,Above 50
40,technician,single,tertiary,0,$250.00,1,0,cellular,1,-1,0,Null,0,30-50
46,services,married,secondary,0,$184.00,1,0,cellular,1,-1,0,Null,0,30-50
33,admin.,single,secondary,0,$285.00,1,0,cellular,1,329,1,other,0,30-50
40,blue-collar,married,primary,0,$442.00,1,0,cellular,1,-1,0,Null,0,30-50
47,blue-collar,married,secondary,0,$398.00,1,1,cellular,1,238,2,failure,0,30-50
38,blue-collar,single,tertiary,0,$172.00,1,0,cellular,1,-1,0,Null,1,30-50
27,management,single,tertiary,0,$0.00,1,0,cellular,1,-1,0,Null,0,Under 30
37,management,married,secondary,0,"$1,180.00",1,1,cellular,1,135,1,other,0,30-50
32,services,single,tertiary,0,"$1,743.00",1,0,cellular,1,261,3,other,0,30-50
46,management,divorced,tertiary,0,$507.00,1,0,cellular,1,-1,0,Null,1,30-50
27,technician,single,tertiary,0,$393.00,0,0,cellular,2,-1,0,Null,1,Under 30
44,services,married,secondary,0,"$5,780.00",1,0,cellular,2,-1,0,Null,0,30-50
54,retired,married,secondary,0,"$1,004.00",1,0,cellular,1,307,1,failure,0,Above 50
35,technician,married,secondary,0,$0.00,0,0,cellular,1,303,1,other,0,30-50
38,admin.,single,secondary,0,$10.00,0,0,cellular,1,-1,0,Null,0,30-50
63,self-employed,married,tertiary,0,-$39.00,0,0,cellular,2,-1,0,Null,1,Above 50
46,self-employed,divorced,tertiary,0,$926.00,1,0,cellular,1,133,3,failure,0,30-50
49,admin.,married,primary,0,$686.00,1,1,cellular,2,225,4,other,0,30-50
34,blue-collar,married,secondary,0,"$1,924.00",1,1,cellular,2,253,1,failure,0,30-50
52,admin.,divorced,secondary,0,"$1,256.00",1,0,cellular,3,-1,0,Null,0,Above 50
45,services,divorced,secondary,0,$396.00,1,1,cellular,4,329,4,failure,0,30-50
41,blue-collar,married,secondary,0,$0.00,1,0,cellular,2,-1,0,Null,0,30-50
58,management,divorced,tertiary,0,$315.00,1,0,cellular,2,135,2,failure,0,Above 50
49,management,divorced,tertiary,0,"$20,727.00",0,0,cellular,3,132,2,failure,0,30-50
38,blue-collar,single,secondary,0,"$2,422.00",1,0,cellular,2,-1,0,Null,0,30-50
19,student,single,unknown,0,$779.00,0,0,cellular,4,-1,0,Null,1,Under 30
52,services,married,secondary,0,"$2,070.00",0,0,telephone,3,-1,0,Null,0,Above 50
37,management,single,tertiary,0,$457.00,1,0,cellular,3,-1,0,Null,0,30-50
34,blue-collar,single,secondary,0,"$13,408.00",0,0,cellular,2,-1,0,Null,0,30-50
54,management,divorced,tertiary,0,"$5,399.00",0,1,cellular,3,-1,0,Null,0,Above 50
34,admin.,married,secondary,0,"$1,474.00",0,0,cellular,2,-1,0,Null,1,30-50
56,management,married,tertiary,0,$480.00,1,0,telephone,2,-1,0,Null,0,Above 50
38,management,single,unknown,0,$715.00,1,0,cellular,1,132,3,failure,0,30-50
45,management,married,tertiary,0,$753.00,1,0,cellular,2,-1,0,Null,0,30-50
24,blue-collar,married,secondary,0,-$220.00,1,0,cellular,1,-1,0,Null,0,Under 30
50,management,divorced,tertiary,0,$405.00,0,0,cellular,6,-1,0,Null,0,30-50
49,admin.,married,secondary,0,$182.00,1,0,cellular,1,331,2,failure,0,30-50
37,blue-collar,married,secondary,0,$0.00,1,0,cellular,1,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,"$3,576.00",1,0,cellular,1,308,2,other,0,30-50
32,admin.,single,secondary,0,$471.00,0,1,cellular,3,-1,0,Null,1,30-50
42,management,married,tertiary,0,"$2,772.00",1,0,cellular,1,-1,0,Null,0,30-50
33,management,single,tertiary,0,"$3,161.00",1,0,cellular,3,-1,0,Null,1,30-50
52,management,married,tertiary,0,"-$2,712.00",1,1,cellular,1,-1,0,Null,0,Above 50
22,student,single,secondary,0,$722.00,1,0,cellular,1,-1,0,Null,0,Under 30
45,admin.,single,tertiary,0,"$1,683.00",1,0,cellular,1,-1,0,Null,0,30-50
37,management,single,secondary,0,$0.00,1,1,cellular,2,-1,0,Null,0,30-50
36,technician,married,secondary,0,"$4,613.00",0,0,cellular,1,134,2,failure,0,30-50
41,services,married,unknown,0,"$1,236.00",1,0,cellular,2,-1,0,Null,0,30-50
23,student,single,secondary,0,$165.00,1,0,cellular,1,-1,0,Null,0,Under 30
36,technician,married,secondary,0,$0.00,0,0,cellular,1,-1,0,Null,0,30-50
39,technician,married,secondary,0,$508.00,1,0,cellular,2,135,5,failure,0,30-50
48,services,married,secondary,0,$0.00,1,0,cellular,1,267,1,failure,0,30-50
38,blue-collar,married,unknown,0,$0.00,1,0,cellular,2,267,1,failure,0,30-50
46,self-employed,married,secondary,0,-$30.00,1,1,cellular,1,300,2,failure,0,30-50
35,self-employed,married,tertiary,0,$560.00,1,0,cellular,1,136,1,failure,0,30-50
35,self-employed,married,tertiary,0,"$1,250.00",1,0,cellular,1,136,1,other,0,30-50
45,housemaid,married,primary,0,$403.00,0,0,cellular,1,-1,0,Null,0,30-50
54,admin.,married,secondary,0,"$1,342.00",1,0,cellular,1,-1,0,Null,0,Above 50
58,technician,married,secondary,0,$1.00,0,0,cellular,1,64,2,failure,0,Above 50
47,blue-collar,married,secondary,0,"$1,612.00",1,0,cellular,1,-1,0,Null,1,30-50
74,housemaid,married,unknown,0,$161.00,0,0,telephone,1,-1,0,Null,0,Above 50
48,admin.,divorced,secondary,0,"$4,099.00",0,0,cellular,2,-1,0,Null,1,30-50
35,management,single,tertiary,0,"$4,348.00",1,0,cellular,3,217,8,failure,0,30-50
39,technician,divorced,tertiary,0,$113.00,1,1,cellular,2,-1,0,Null,0,30-50
67,retired,married,primary,0,"$4,066.00",0,0,cellular,6,-1,0,Null,0,Above 50
32,admin.,married,tertiary,0,$233.00,1,0,cellular,2,133,4,failure,0,30-50
30,management,single,tertiary,0,$0.00,1,0,cellular,2,314,2,failure,0,30-50
34,technician,divorced,secondary,0,$705.00,1,1,cellular,1,-1,0,Null,0,30-50
53,blue-collar,married,primary,0,"$1,409.00",1,0,cellular,1,287,1,failure,0,Above 50
58,unknown,married,unknown,0,$68.00,0,0,cellular,1,-1,0,Null,1,Above 50
28,student,single,secondary,0,"$1,350.00",1,0,cellular,2,-1,0,Null,0,Under 30
35,admin.,single,secondary,0,$663.00,1,0,cellular,3,-1,0,Null,0,30-50
40,services,married,secondary,0,$879.00,1,1,cellular,3,-1,0,Null,0,30-50
40,management,married,primary,0,$738.00,1,1,cellular,2,258,3,failure,0,30-50
45,management,married,primary,0,"$4,629.00",0,0,telephone,2,-1,0,Null,0,30-50
24,student,single,primary,0,"$1,283.00",0,0,cellular,2,-1,0,Null,0,Under 30
35,blue-collar,married,secondary,0,"$2,643.00",1,0,cellular,3,330,1,other,0,30-50
57,management,married,tertiary,0,"$1,631.00",1,0,cellular,2,261,3,failure,0,Above 50
30,blue-collar,single,secondary,0,$148.00,0,0,cellular,1,-1,0,Null,0,30-50
26,student,single,tertiary,0,$193.00,0,0,cellular,2,-1,0,Null,0,Under 30
39,blue-collar,married,primary,0,$176.00,1,1,cellular,2,-1,0,Null,0,30-50
37,management,married,tertiary,0,$489.00,1,0,cellular,2,133,6,failure,0,30-50
38,technician,married,secondary,0,-$421.00,1,0,cellular,1,332,5,failure,0,30-50
44,entrepreneur,married,secondary,0,$887.00,1,0,cellular,2,-1,0,Null,0,30-50
54,retired,married,primary,0,$136.00,1,0,cellular,1,332,2,failure,0,Above 50
54,entrepreneur,single,tertiary,0,"$5,417.00",1,0,cellular,1,-1,0,Null,0,Above 50
46,services,married,unknown,0,$854.00,1,0,cellular,3,-1,0,Null,0,30-50
61,technician,married,tertiary,0,$0.00,0,0,cellular,1,-1,0,Null,0,Above 50
56,admin.,married,primary,0,$0.00,1,0,cellular,2,227,4,failure,0,Above 50
50,management,married,tertiary,0,$414.00,1,0,cellular,1,302,3,failure,1,30-50
24,services,single,secondary,0,$496.00,1,0,cellular,1,323,2,failure,0,Under 30
39,technician,married,tertiary,0,"$2,869.00",0,0,cellular,1,-1,0,Null,0,30-50
42,blue-collar,married,secondary,0,"$1,297.00",1,0,cellular,2,-1,0,Null,0,30-50
35,admin.,married,secondary,0,"$3,187.00",1,0,cellular,1,135,3,failure,0,30-50
31,services,single,secondary,0,$695.00,1,0,cellular,1,318,1,failure,0,30-50
34,blue-collar,single,secondary,1,-$60.00,0,0,cellular,1,332,1,failure,0,30-50
38,technician,married,secondary,0,$275.00,1,0,cellular,2,333,1,failure,0,30-50
32,management,divorced,tertiary,0,$530.00,1,0,cellular,1,-1,0,Null,0,30-50
42,technician,married,tertiary,0,$782.00,0,0,cellular,1,-1,0,Null,0,30-50
68,retired,married,secondary,0,"$3,588.00",0,0,telephone,1,-1,0,Null,0,Above 50
56,retired,married,secondary,0,"$3,948.00",0,0,cellular,1,135,3,failure,0,Above 50
39,management,married,secondary,0,$517.00,1,0,cellular,1,136,5,failure,0,30-50
73,retired,married,secondary,0,"$1,292.00",0,0,cellular,1,-1,0,Null,0,Above 50
47,admin.,divorced,secondary,0,$0.00,0,0,cellular,1,-1,0,Null,0,30-50
51,services,married,secondary,0,$657.00,0,0,cellular,2,-1,0,Null,0,Above 50
26,blue-collar,single,secondary,0,"$5,005.00",0,1,cellular,1,-1,0,Null,1,Under 30
54,management,married,secondary,0,"$1,150.00",0,0,cellular,1,-1,0,Null,0,Above 50
41,technician,single,secondary,0,-$41.00,1,1,cellular,1,-1,0,Null,0,30-50
39,blue-collar,married,secondary,0,"$1,756.00",1,0,cellular,1,-1,0,Null,1,30-50
41,management,divorced,tertiary,0,$902.00,1,0,cellular,1,-1,0,Null,0,30-50
43,unemployed,married,secondary,0,"$1,943.00",1,0,cellular,2,136,2,failure,0,30-50
32,blue-collar,married,secondary,0,$824.00,1,0,cellular,1,-1,0,Null,0,30-50
38,technician,married,secondary,0,$751.00,1,0,cellular,1,-1,0,Null,0,30-50
39,technician,married,tertiary,0,$101.00,0,0,cellular,1,-1,0,Null,0,30-50
28,technician,single,tertiary,0,$172.00,1,1,cellular,14,60,2,failure,0,Under 30
57,blue-collar,married,primary,0,$211.00,1,0,cellular,2,-1,0,Null,0,Above 50
42,entrepreneur,married,tertiary,0,"$2,249.00",1,0,telephone,2,136,6,failure,0,30-50
33,admin.,married,tertiary,0,"$1,636.00",1,1,cellular,1,136,1,failure,0,30-50
44,services,single,secondary,0,$862.00,1,0,cellular,2,-1,0,Null,0,30-50
40,services,married,secondary,0,"$3,164.00",1,0,cellular,2,-1,0,Null,0,30-50
36,technician,divorced,secondary,0,$666.00,1,1,cellular,1,133,1,other,0,30-50
55,blue-collar,divorced,secondary,0,"$1,613.00",1,0,cellular,1,270,3,failure,1,Above 50
